,content
8547,"Terimakasih atas semua informasi dan pelatihan yang sudah saya ikuti. Pelatihan sangat-sangat bermanfaat bagi saya. Ruang guru ini adalah aplikasi yang sangat luar biasa, bisa memberikan yang terbaik bagi peserta yang telah mengikuti pelatihan ini. Tetap selalu yang menjadi yang terbaik bagi kami"
8548,"Ruang Guru itu bagi aku menarik banget sampai aku paham . Tera kasih guru guru di aplikasi Ruang Guru yang telah mendidik saya atas kerja keras nya saya semakin paham dan belajarnya semakin di tingkatkan, kalian semua harus mendownlod aplikasinya ya rugi lho kalau gak downlot , itu nanti bisa membuat kalian semakin pintar , paham , dan mengerti"
8549,saya setuju adanya aplikasi online ruangguru saya mau berlangganan di ruangguru. tapi saya ingin tanya kalo saya nonton video pembelajaran apakah membutuhkan kuota yang banyak? saya sudah tanya ke teman saya yang sudah berlangganan ruangguru tapi tidak ada yang tahu mohon bantuannya:)
8550,"Ruangguru membuat aku jadi tertarik, terutama kalau lagi ada Try Out atau Event nihh, jadi semangat belajarnya buat dapetin prestasi. Karena aku ingin menunjukkan pada orang orang kalau aku bisa"
8551,"Bagus sih, tapi keseringan ngelag. Loading trooz... Gak nyambung ke server gimana sih? Dari kemaren baek2 aja, tiba2 server sibuk... Sibuk ngapain? nge-live stream? Perbaiki dong! Saya tidak bisa belajar nih..."
8552,"Haloo semua, aplikasi bimbel online ini sangat membantu pelajaran yang aku lupa jadi hapal setelah aku lihat vidio di ruang guru tapi masalah nya emang kalo pake aplikasi ruang guru harus punya quota? Pengen di balas sama nurli😄"
8553,"Aplikasi ini sangat bagus , tentunya buat pelatihan prakerja maupun belajar online , sangat membantu sekali , pembahasan yang sangat detail dan mudah dipahami , terimakasih ruang guru👍"
8554,"dulu saya tidak pernah mengerti pelajaran,bahkan saya sempat dikucilkan teman-temn hanya karna saya tidak pandai,setelah itu saya mulai berusah agar saya dapat menjadi pintar,akhirnya saya memutuskan untuk menggunakan ruang guru,dan pada akhirnya pelan-pelan saya mulai memgerti dan sekarang saya mendapat teman banyak dan dapat belajar dengan mudah,terim kasih ruang guruu... . . belajar membawa hasil yang takkan terduga :))"
8555,aku suka banget bljr di ruang guru ini.... waktu belum bljr di ruang guru aku mendapat nilai mtk 78 88 80 setelah belajar di ruang guru aku mendapat nilai 95 98 100 terus aku berhasil mencapai nilai tertinggi terima kasih ruang guru...😍😍😍
8556,Hai kawan! Kalian wajib belajar disini soalnya diruang guru belajarnya gak bikin gabut dan ada animasinya juga jadi belajar di ruang guru itu seru banget!😊
8557,Makasih ruangguru. Sebab nilai ku mulai naik semua b.inggris yang dulu 85 sekarang 96 dan b.indonesia yang dulu 87 sekarang 98 dan IPA ku yang dulu 80 sekarang 92. Dan aku juga bisa juara 1 olimpiade matematika se-sekolahan. Dan aku juga bisa belajar dimana saja walupun aku tanding pencak silat antar provinsi di jakarta. Dan sekarang aku ikut olimpiade matematika se provinsi berkat ruang guru dan selalu berdoa agar hasilnya bagus semua. Terima kasih ruang guru. I love you ❤❤❤
8558,"Ruang guru is the best, edukasi untuk anak masa kini, pilihan terbaik untuk mendidik putra- putri menjadi lebih cerdas walau cuma belajar dirumah..sistem belajar yang tidak membosankan untuk anak.apalagi aplikasi free seperti ini sangat amat membantu orangtua disaat mewabahnya kondisi corona."
8559,"saya ingin mengulas tentang ruang guru sebelum saya tau ruang guru, menurut saya semua plajaran itu susah banget sampe saya bodo amat tapi setelah masuk saya ruang guru lebih tepatnya kelas 8 semester dua yg awalnya nilai raport saya 75,70,76 jadi 80,90,95 thx"
8560,"Belajar diruang guru sangat nyaman,mudah mengerti apa yang dijelaskan,yang mengajarpun lucu2,jadi tidak membosankan,bahkan pas lagi belajar diruang guru rasanya tidak ingin berpaling dari HP :v"
8561,"Aplikasi ini sangat membantu anak saya dalam kegiatan belajar. Dengan aplikasi ini anak saya selalu mendapatkan nilai rata rata di atas 80,saya sangat berterimakasih kepada ruang guru karna sudah memberikan didikan didikan yang positif untuk anak saya AYO DOWNLOAD APLIKASI RUANG GURU SEMANGAT BELAJAR!!!!"
8562,"Menurut saya ruang guru sangat membantu. Karena saya sekolah SMA dan setiap hari pulang sore, saat pulang sekolah sudah capek dan tidak ada waktu untuk les. Dengan adanya ruang guru saya tidak perlu keluar rumah, dan dapat belajar melalui hp.Dan saat ini saya berlanggan 1 tahun😊. Video pembahasan nya Sangat praktis dan mudah di fahami. 😊"
8563,Mantap Pelajarannya Tapi Bisakah Ada Fitur Dark Mode? Dan Aplikasi Ini Sangat Membantu Saya Rekomendasikan Aplikasi Ini. OK MAKASIH PELAJARANNYA
8564,"Selamat siang ka... Aku Asri maria Aku kelas 8 SMP dan udh mendaftar di apk ruangguru. Apk ini bagus bgt... Aku udh mendaftar dri bbrapa bln yg lalu, & baru merating apk ini. Jdi stlh aku mereset hp ku sekarang, aku lupa PW email dan alamat emailku. Sbnrya aku tau alamat emailku, tpi stlh aku check bbrp kali, emailku ga ada. & aku mencoba utk msk lagi ke ruangguru, tapi tetep aja gbisa ka. Jdi gmn y ka, aku udh byr yg buat 2 thn ka, kan syg klo hangus gtu aja ka. Mohon bantuannya ya ka😭🙏"
8565,"Assalamu'alaikum Perkenalkan nama saya Kamila. saya pinjam akun kakak saya. Saya suka banget sama aplikasi ini. Penjelasannya juga gampang di mengerti, nilai saya juga sudah lebih baik. Teman teman yang belum coba buruan download. Wassalamu'alaikum"
8566,"Membuat belajar terasa sangat menyenangkan seperti bermain video game karena bisa naik level dan dapat gold,, desain materi ditampilkan secara menarik begitu pula materi videonya,,,, pokonya pelajar millenial harus download aplikasi ini"
8567,"pakai ruangguru selama setahun di awal kelas 10 sma memberikan dampak besar selama aku bersekolah, pokoknya membantu aku banget, memudahkan sekali dalam belajar, dan juga aku dapat rangking 5 di akhir semester juga beasiswa dari sekolah, terimakasih ruangguru :))"
8568,Bagus banget....aku jadi lebih paham..tapi pas aku belajar di deskop pas liat hp hewan virtual aku lesu padahal belajar 1 jam...dan kenapa ya gak ada bhs.inggris di kelas 5 k13 revisi tematik ya?
8569,"Hai, saya Agistya... Saya sudah menyelesaikan pelatihan skill academy tentang tingkatkan komunikasi untuk menunjang karir, materinya mudah dipahami dan sangat bermanfaat untuk menambah wawasan saya. Terimakasih"
8570,"Terima kasih ruang guru karena ruang guru saya menjadi lebih faham karena videonya beranimasi singkat detail dan jelas . Master teachernya juga seru dan lucu. Disaat pandemi seperti ini saya kesusahan belajar apalagi ketika guru saya menjelaskan saya tidak faham Semenjak saya berlangganan di ruang guru saya menjadi faham dan semakin rajin sarannya ditambah pelajaran bahasa Inggris ya . thank you ruang guru Because of you, I became more enthusiastic 💙💙💙"
8571,Aplikasi ruang guru sangatlah bermanfaat bagi saya sebab dengan fitur yang tersedia dapat memudahkan saya dalam memahami soal yang sulit sedikit pun. Dengan kemudahan tersebut semoga dapat maeraih mimpi saya munuju PTN favorit amiiin UGM yes : )
8572,"dengan adanya ruang guru di situs online sangat membantu sekali bagi anak muda yang sangat suka maen handpone dan males membuka buku yang baru liat bukunya tebel tebel banget kaya buku kamus, bersyukur sekali dengan ruang guru dan sangat membantu"
8573,Hello nama saya Febriana Emilia Dano . Saya adalah salah satu peserta yang mengikuti kegiatan prakerja. Dan saya membeli kelas pelatihan tentang rahasia menjadi penjual online sukses. Saya mengikuti pelatihan dari awal hingga selsai. Materi yang saya dapat sangat bermanfaat dan recon
8574,"aplikasi ruang guru ini tuh keren banget, semuanya dibuat mudah dan simple. aplikasi ini juga udah terbukti bagusnya jadi jangan ragu lagi guys langsung download aja dan pakai kode referral aku :TASYAIPIFGN supaya bisa dapat diskon 40%"
8575,"Aplikasi ini sangat la bagus, dan sangat membantu. Dulu nya saya yang sangat males belajar dan ntah kenapa memakai aplikasi ini saya makin giat belajar! TERIMA KASIH RUANG GURU:)))"
8576,"Terimakasih RUANGGURU. semenjak aku berlangganan, aku makin sering belajar di ruangguru dan Alhamdulillah aku dapat nilai tertinggi ulangan MATEMATIKA di kelas. “Sekalilagi terimakasih ruangguru”"
8577,bimbingan no1 di indonesia.. keren.. Cara penyampaiannya/penjelasannya sangat mudah dipahami. Tidak membosankan dan jd bikin semangat belajar.. Pokonya ruang guru paling top deh.. terimakasih ruang guru🙏😊
8578,Saya suka dengan ruang guru karena kalau kita belajar tidak menjadi malas. Karena aku menjadi paham yang dijelaskan. Dan nilaiku menjadi berubah awalnya nilaiku dibawah 60 selama aku memakai ruang guru nilaiku berubah menjadi 90 ke atas terima kasih ruang guru. 🙏🙏😊😊
8579,"Bubur sum sum di kunyah kunyah,asallamualaikum semua nyah Terima kasih RUANG GURU dengan aplikasi ini saya kembali, belajar kembali. Dulu awalnya saya jarang belajar kalau belajar itu malas sekali rasanya tapi,setelah saya dengar aplikasi ini saya ingin mencoba coba eh ternyata aplikasi RUANG GURU mudah dimengerti.sekali lagi terimakasih buat tim ruang guru ASALLAMUALAIKUM W.B"
8580,"Aku suka banget belajar di ruang guru karena kata teman ku semua yang belajar di ruang guru katanya sangat menarik terus sangat cepat masuk ke otak habis itu nilai ku yang tadi nya 59, 64, 72, tapi gara gara ruang guru aku bisa mencapai nilai 90 sampai 100 terima kasih ruang guru 😁😁😁😁😁"
8581,"Haloo teman2 nama saya Inesa. Saya sudah 2 hari menikmati aplikasi ruang guru,.Ruang guru ini sangat membantu kita belajar lohh.Apalagi dengan kondisi yg saat ini.Buat teman2 yg belum DWONLOAD ayooo cepat buruan...."
8582,Aplikasi ini jelek tdk jls .......................................................................................................................................................... tpi boong aplikasi in bgs gampang sekali aku suka
8583,Aku mau tanya boleh aku suka bnget apakah ini harus daftar aku tanya ajah
8584,"Aplikasi ini sangat bagus sekali dan membantu saya dalam belajar,tapi saya mau tanya,untuk yang sekolah online ini sesi2 sebelumnya bisa ditonton lagi sampai jam berapa ya? apa ada batas nya?soalnya kalo yang live streaming itu kadang saya ada yang kurang paham.sekian dari saya terima kasih"
8585,Terima kasih ruangguru telah membantu saya dalam mengerjakan tugas sekolah
8586,"Dulu pas saya kls 5 nilai² ulangan saya dibawah KKM semua, tapi..., Semenjak saya pakai ""RUANG GURU"" Alhamdulillah nilai² ulangan saya di atas KKM semua,bahkan ada yg seratus.. THANKS FOR RUANG GURU"
8587,"Wahh sekarang ada super app jadi aku lebih paham materinya aku sekarang masih kelas3 ya, aku belajar di Ruanggurru aja 😇😇😇"
8588,"Ruang Guru bikin aku jadi semakin semangat buat belajar,ya walau materi nya masih ada yang kurang...tapi nggak papa kok.... Dengan adanya pandemi Covid-19 ruang guru mempermudah siswa untuk memahami mata pelajaran... Makasih ruang guru:)"
8589,"Jujur sebelum saya menggunakan aplikasi ruangguru, saya itu sangat pemalas dalam belajar apalagi menulis, saya lebih suka mendengarkan daripada menulis karena pegal, tapi setelah saya menggunakan aplikasi ruangguru, saya lebih suka belajar daripada membuang waku saya bermain game, lebih suka mendengarkan penjelasan dari kakak2 yg ada di video ruangguru, terimakasih sudah bisa membuat saya lebih giat dalam belajar,dan membuat mama dan ayah saya bangga kepada saya"
8590,"Assalamualaikum wr.wb.. Hy ruang guru..terima kasih atas adanya app ini karena sangat membantu saya dalam proses pembelajaran, teruta penjelasannya yg begitu menarik untuk di pahami.. ohh ya nih aku ada masalah nih.. pada saat aku ingin berlanggangan di RG paket 1 th kls7-8-9.. Aku belum ckp paham dlm berlangganan, jd aku terbuat 2 paket biaya transaksi.. Padahal aku hanya mau buat 1paket aja, jd gimana nih caranya nih caranya ngatasinya tolong di bantu ya..😓😓"
8591,"Dengan adanya Ruangguru aku jadi bisa percaya diri saat kegiatan belajar mengajar berlangsung. Bukan soal dapat nilai berapa saat ulangan, tetapi materi yang dipelajari bener-bener membuatku mengerti dan menemukan serunya belajar. Terimakasih Ruangguru, tetap memberikan yang terbaik untuk mencerdaskan anak bangsa! Lebih banyakin diskonnya lagi hehehe.. 💕"
8592,"Aplikasi belajar yg sangat bagus.. Sehingga pelajarannya mudah banget dipahami,,dimengerti,,dll Guru²nya ngajarnya juga Tidak terlalu cepat menjelaskannya dan guru²nya mrnggunakan kata² yg mudah dimengerti.. #Ruang guru_Aplikasi belajar_yg bagus..👍🏻"
8593,"Sangat membantu dan simpel sekali. Untuk masukannya terkadang pembahasan materi tidak sesuai dengan soal sehingga menyulitkan. Klau bisa singkatan"" rumusnya diperbanyak agar belajarnya lebih menyenangkan"
8594,"dari sd sampai smk kelas satu, sy tdk pernah merasakan yg namanya ranking,.. tapi, sejak sy belajar si ruang guru. kini sy juara kelas dan jadi harapan bangsa yg paling agung, parahmen.... jujur sy menyesala krn baru tau ruang guru.."
8595,"(Edit)Terima kasih ka sudah mengingatkan hehe,terus ada 1 lagi,kalo bisa buat kan coding atau apa,yang membuat tidak lag atau memuat video lagi saat kita merewind atau memundurkan videonya,jadi kayak di youtube itu,soalnya kasian juga sih buat yang pengguna kuota internetnya, sekian kak terima kasih"
8596,"Ruangguru aplikasi bimbel online yang sangat bagus , saya suka belajar di ruangguru karena pkai vdeo animasi shingga tdk mmbuat saya bosan , dan belajar di ruangguru juga membuat saya cepat memahami materi pelajarannya Terima kasih ruang guru saya akan terus berlangganan😊"
8597,"Aplikasi yang sangat bagus untuk membantu belajar saya, semua yang di pelajari mudah untuk di pahami. Cuma sedikit saran dari saya, tolong perbanyak lagi atribut avatarnya yang bagus dan keren agar kami belajar lebih giat lagi untuk mendapatkan atribut tersebut. Terima kasih. 😊"
8598,"Ruang guru memang app belajar no 1 saya bljr di sini.. Dan hasil ulangan ku yg 78 naik 100 malasih kak yg buat ini app dan dulu juga saya bodoh dengan mtk tapi guru saya bilang,kalau saya sdh pintar mtk.. Makasih banyaak :)"
8599,"1 semester udah aku lewati, dan hasilnya aku mendapat rangking 6 dan di semester 2 yang dulunya aku dikelas B dengan nilai rata-rata 90-80 dan sekarang aku naik ke kelas A dengan nilai rata-rata 91-100 Terima kasih Ruangguru😘 Berkat Ruangguru nilai aku jadi bagus"
8600,"Hii ruang guru, saya sangat senang dengan adanya program kartu prakerja.. ilmu yang diberikan sangat berguna untuk diterapkan dikehidupan sehari-hari. Hostnya menyampaikan dengan bahasa yang sederhana dan sangat mudah dipahami. Terimakasih ruang guru untuk program prakerjanya.."
8601,"Semenjak aku pake aplikasi Ruangguru ini, aku yang yang dulunya malas belajar dan sekarang banyak motivasi dari Ruangguru yang membuatku untuk bersungguh-sungguh untuk berprestasi dan pelajaraannya mudah dipahami👍👍. Terima kasih Ruangguru😘😘"
8602,"Ruang guru sangat membantu saya untuk belajar. Dulu saya sangat malas belajar, kerena bosan tidak ada variasi apapun hanya melihat buku dan tulisan. Sekarang saya sangat semangat untuk belajar, kerena ada ruang guru. Saya mengucapkan terima kasi sekali dengan ruang guru😊😊😊😊❤❤❤"
8603,"saya azmi nadhifa assegaf,kelas 12 sma ipa,berterimakasih kepada ruang guru,karna telah mengadakan belajar online gratis,sehingga saya dapat belajar dengan baik dirumah...terimakasih ruang guru😊🙏"
8604,"hai kak,makasih yaa ini bimbel walau online tpi bisa buat nilai aku naik,,smangat bljar mningkat and??so much!! ini apk gausah diragukan lagi ya guys!!thank you very much!!"
8605,Bagus banget aku jadi bisa belajar online tanpa harus bolak balik liat buku supaya gk bingung gt.. dan bisa latihan soal dan kalau salah ada pembahasannya terus kita bisa saling diskusi antar teman2 yang ikut ruangguru juga belim lagi video nya mengasyikan pokonya jangan ragu untuk download ini the best lah dan di sini kita juga bisa ganti avatar 😁♥️
8606,"Saya telah mengikuti webinar dan ilmu yang diberikan sangat bermanfaat untuk memulai suatu bisnis tanpa takut gagal, terima kasih sklii akademi ruang guru dan tokopedia atas ilmu yang diberikan,semoga sukses selalu..."
8607,"Dalam kondisi seperti ini, akibat covid 19, kegiatan pembelajaran menjadi berbeda dan materi menjadi sulit. Pilihan untuk les pun kurang meyakini karena berlangsung secara online. Dan saya pilih Ruang Guru sebagai pilihan terbaik dan terpercaya. Semoga saya yang sudah kls 12 bisa masuk FK UI dengan bantuan Ruang Guru"
